video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=CnzCycPEw4o&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@AutoSpeedShift,Auto Speed Shift,China’s BYD Overtakes Tesla As Leading Electric Car Seller,654,11 days,"BYD, a leading electric car manufacturer in China, has surpassed Tesla as the top seller of electric vehicles. Learn more about ...",2024-01-27 00:14:17.787650
/watch?v=6bTMAkd-EJc&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@wsj,The Wall Street Journal,The Tesla Competitor Dominating China’s EV Market | WSJ U.S. vs. China,580K,11 months,"Elon Musk's Tesla is facing pressure in China from the country's top electric-vehicle company BYD, backed by Warren Buffett.",2024-01-27 00:14:17.792038
/watch?v=YZXzhIToizE&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@WallayBlue,Wallay Blue,"China $2,000 Truck Shakes The Entire Car Industry",479K,4 months,"A company from China has done something no other car manufacturer has ever done in history, by producing the ""cheapest pick ...",2024-01-27 00:14:17.795150
/watch?v=mNHyLljphKg&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@WallayBlue,Wallay Blue,"China's All New $9,000 Car SHOCKS The Entire EV Industry!",38K,5 months,"It is almost impossible to find an affordable car that costs below $30000 in the United States, not to mention Europe. Luckily for ...",2024-01-27 00:14:17.798281
/watch?v=aA515ehnhlk&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@wallstreetmillennial,Wall Street Millennial,E.U. Panics As Chinese EVs Take Over,122K,3 months,Dive into the shifting dynamics of the automobile industry as Chinese electric vehicles make a groundbreaking mark in Europe.,2024-01-27 00:14:17.801360
/watch?v=YCBGVcEhXOs&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@channelnewsasia,CNA,Chinese electric vehicle firms revving up presence in European market,15K,5 months,"Chinese carmakers have set up shop across Europe, including in Belgium, eager to capitalise on the surge in popularity of electric ...",2024-01-27 00:14:17.804466
/watch?v=zNAWCKmoTTQ&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@markets,Bloomberg Television,China's Electric Car Challenge: Recycling Batteries,19K,1 month,"China is expecting to reach its goal of having electric car sales account for half of all new car sales by 2026, 10 years ahead of ...",2024-01-27 00:14:17.808055
/watch?v=YUBlqqGI-CU&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@CarGurusUK,CarGurus UK,Is the BYD Seal the EV you didn't know you wanted?,14K,2 days,"The BYD Seal is a fully electric saloon car that rivals the Tesla Model 3, BMW i4, Polestar 2 and Mercedes EQE, among others.",2024-01-27 00:14:17.811490
/watch?v=LfRoSikC95Q&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@Firstpost,Firstpost,Why is Europe Investigating China's Electric Vehicles? | Vantage with Palki Sharma,459K,4 months,Why is Europe Investigating China's Electric Vehicles? | Vantage with Palki Sharma The European Union has opened an ...,2024-01-27 00:14:17.815444
/watch?v=EVi5MR5qxMw&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@DongshengNews,Dongsheng News,European Union investigates Chinese electric cars | News on China No. 165,16K,4 months,This week's News on China. • EU investigates Chinese electric vehicles • High-speed train to Taiwan • G77+China Summit • The ...,2024-01-27 00:14:17.818384
/watch?v=0_u86W-wVt8&pp=ygUUQ2hpbmVzZSBlbGVjdHJpYyBjYXI%3D,/@SupercarBlondie,Supercar Blondie,Chinese Gullwing Luxury SUV | HiPhi X,1.6M,1 year,Chinese car manufacturer Human Horizons have made a crazy new electric SUV; the HiPhi X. A $120000 machine that has ...,2024-01-27 00:14:17.821514
